CustomerID,Recency,Frequency,Monetary,churn_risk,segment,top_reason,action_code
15436,11,3,1067.75,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15437,261,2,393.45,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15438,130,1,156.57999999999998,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15439,404,4,1269.05,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15440,54,3,383.68,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15441,395,3,1254.21,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15442,248,1,594.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15443,1,14,5114.2300000000005,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15444,8,2,1411.21,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15445,263,2,284.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15446,376,3,399.75,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15447,330,5,492.88,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15448,312,2,788.8100000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15449,25,3,974.52,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15450,29,1,429.84,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15451,433,2,226.86,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15452,29,6,1785.1100000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15453,1,7,1371.77,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15454,361,2,305.99,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15455,597,1,38.25,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15456,282,10,2091.52,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15457,261,1,237.07,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15458,24,2,370.44,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15459,416,2,202.83,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15460,353,1,214.26,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15461,460,2,429.7,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15462,93,4,737.05,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15463,28,1,126.14,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15464,337,1,1044.65,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15465,19,32,12100.4,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15466,84,4,1560.46,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15467,8,3,524.88,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15468,50,3,1430.48,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15469,49,3,874.25,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15470,575,1,63.419999999999995,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15471,1,3,1292.01,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15472,112,1,371.56,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15473,13,8,2046.0,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15474,595,1,150.35,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15475,76,1,454.11,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15476,379,4,2209.98,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15477,649,1,368.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15478,39,3,1983.48,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15479,732,1,147.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15480,115,5,6279.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15481,400,1,1993.34,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15482,15,19,14417.36,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15483,160,10,817.82,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15484,0,6,4652.1,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15485,29,7,4810.92,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15486,526,1,102.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15487,679,1,231.32,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15488,92,5,431.92,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15489,22,8,2419.61,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15490,429,1,210.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15491,94,6,3100.09,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15492,27,2,659.46,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15493,32,9,4121.68,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15494,20,5,3702.6,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15495,378,1,246.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15496,630,1,146.14,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15497,17,9,8657.39,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15498,2,44,24972.86,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15499,723,1,158.65,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15500,7,4,1131.56,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15501,404,2,399.95,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15502,15,14,13003.87,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15503,362,2,257.3,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15504,80,4,402.7,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15505,52,5,3610.96,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15506,22,6,2030.33,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15507,171,1,475.86,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15508,188,6,1000.27,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15509,379,1,152.41,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15510,330,1,250.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15511,11,5,900.53,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15512,155,4,331.58,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15513,32,35,26437.05,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15514,11,18,6392.06,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15515,386,1,171.81,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15516,44,3,62.43,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15517,232,1,267.03,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15518,63,15,4189.99,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15519,382,2,344.61,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15520,1,1,343.5,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15521,39,16,7098.24,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15522,32,2,397.99,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15523,83,16,17259.19,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15524,24,2,591.4,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15525,1,4,890.22,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15526,32,2,148.44,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15527,18,23,5554.89,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15528,253,1,229.33,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15529,22,12,4783.66,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15530,21,5,1808.68,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15531,7,2,1972.39,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15532,24,10,3738.85,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15533,18,3,807.57,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15534,725,1,162.25,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15535,172,6,1044.37,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15536,408,1,259.09,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15537,162,1,110.92,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15538,537,6,3358.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15539,6,1,538.46,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15540,10,2,460.68,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15541,113,1,85.13000000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15542,511,3,855.71,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15543,287,2,242.26,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15544,8,20,7807.89,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15545,53,2,288.96999999999997,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15546,606,2,1079.1000000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15547,6,26,10057.05,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15548,595,1,158.09,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15549,76,8,2334.16,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15550,3,12,2211.05,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15551,36,7,1679.81,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15552,216,2,252.52,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15553,59,1,428.93,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15554,277,1,217.2,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15555,11,36,11243.91,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15556,23,1,279.77,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15557,28,1,468.91,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15558,638,1,202.68,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15559,567,1,1109.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15560,397,2,153.52,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15561,11,8,1934.3899999999999,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15562,351,3,671.4300000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15563,21,7,2859.46,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15564,462,2,70.74000000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15565,49,2,173.16000000000003,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15566,392,2,227.87,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15567,18,1,186.01,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15568,2,3,758.29,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15569,103,10,3583.45,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15570,6,25,8736.49,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15571,11,14,3892.35,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15572,4,10,3965.2,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15573,31,5,1188.42,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15574,177,6,1101.44,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15575,619,1,30.1,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15576,37,1,921.37,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15577,150,5,396.03,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15578,161,1,127.1,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15579,68,5,1250.63,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15580,376,8,1375.39,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15581,120,38,7480.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15582,24,3,682.9100000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15583,375,1,95.96,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15584,23,6,1268.2,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15585,176,1,455.3,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15586,592,3,1139.1000000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15587,49,7,1522.08,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15588,677,1,579.6,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15589,255,3,478.53,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15590,381,5,1496.6,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15591,582,3,217.9,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15592,46,1,388.58,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15593,70,1,199.8,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15594,15,5,1771.78,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15595,487,1,357.59999999999997,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15596,100,9,2727.72,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15597,34,2,563.37,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15598,52,2,548.02,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15599,26,3,1250.06,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15600,427,4,1199.31,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15601,10,30,14191.74,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15602,7,16,3137.96,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15603,78,2,88.48,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15604,51,1,216.39000000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15605,35,9,1741.95,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15606,60,17,5230.99,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15607,336,9,1708.97,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15608,27,5,1785.98,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15609,183,1,298.48,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15610,51,1,112.46000000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15611,9,26,2997.28,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15612,35,2,195.15,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15613,609,1,433.71999999999997,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15614,437,4,3147.36,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15615,9,47,21373.97,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15616,437,1,317.11,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15617,395,3,828.5500000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15618,32,4,776.851,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15619,10,1,336.4,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15620,56,4,1942.36,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15621,3,4,1293.03,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15622,42,17,7852.610000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15623,140,8,2437.05,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15624,116,4,588.13,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15625,103,9,3236.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15626,74,3,1067.52,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15627,456,2,566.9,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15628,4,17,5333.08,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15629,449,4,2240.9,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15630,44,3,1481.4,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15631,641,1,596.67,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15632,15,8,3285.31,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15633,508,13,4335.96,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15634,16,2,554.65,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15635,395,1,100.35,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15636,89,4,1444.58,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15637,52,5,797.59,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15638,378,6,2265.2,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15639,133,3,1065.08,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15640,3,29,23494.31,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15641,104,12,5345.55,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15642,729,1,105.78,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15643,191,3,664.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15644,165,4,803.54,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15645,18,3,1055.17,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15646,157,5,784.8100000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15647,414,1,169.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15648,203,2,639.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15649,335,4,1660.35,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15650,521,2,553.88,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15651,36,5,1259.06,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15652,90,5,1405.94,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15653,92,2,877.44,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15654,8,2,922.53,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15655,242,1,560.6700000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15656,44,4,748.5,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15657,22,1,30.0,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15658,189,8,2117.27,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15659,43,3,532.49,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15660,24,15,2603.69,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15661,316,8,1215.95,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15662,660,2,283.73,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15663,105,1,138.14,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15664,50,4,1254.03,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15665,167,5,3987.07,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15666,471,2,632.94,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15667,39,1,301.32000000000005,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15668,217,1,76.32000000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15669,39,4,684.34,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15670,296,2,325.2,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15671,18,7,2657.13,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15672,724,1,45.300000000000004,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15673,87,9,6204.32,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15674,72,13,6948.2300000000005,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15675,80,4,542.04,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15676,18,3,3435.76,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15677,48,3,1305.6299999999999,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15678,52,3,1825.94,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15679,23,4,781.28,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15680,8,10,4028.69,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15681,24,14,2989.7000000000003,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15682,598,2,318.24,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15683,116,2,524.54,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15684,546,3,173.95,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15685,449,1,55.980000000000004,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15686,419,1,90.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15687,8,9,2993.1,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15688,418,1,190.57,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15689,119,3,521.03,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15690,3,2,239.76,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15691,251,4,571.3,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15692,27,1,191.04,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15693,658,1,37.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15694,0,24,9978.48,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15695,266,4,1131.04,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15696,32,13,3881.2200000000003,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15697,689,1,246.75,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15698,623,1,46.2,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15699,17,1,309.65,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15700,171,2,696.68,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15701,1,4,1529.0,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15702,475,2,140.39,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15703,264,1,211.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15704,139,6,3734.6600000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15705,200,1,143.1,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15706,63,4,1060.56,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15707,34,4,916.98,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15708,40,9,3887.15,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15709,283,2,327.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15710,416,1,898.87,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15711,556,2,420.25,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15712,8,12,3472.41,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15713,142,4,839.64,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15714,11,5,783.96,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15715,555,5,658.02,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15716,145,11,2485.26,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15717,233,5,607.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15718,539,1,293.79,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15719,32,31,10195.97,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15720,23,2,739.22,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15721,11,1,471.40000000000003,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15722,35,11,5234.0,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15723,364,4,930.7,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15724,200,3,310.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15725,14,1,415.25,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15726,389,1,321.91,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15727,16,15,9371.71,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15728,379,2,544.6,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15729,212,3,192.55,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15730,65,5,1726.58,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15731,553,1,125.3,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15732,211,10,1543.97,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15733,282,1,162.3,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15734,114,4,2263.3,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15735,420,1,327.68,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15736,434,2,1767.1200000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15737,14,8,1188.1200000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15738,18,41,13043.32,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15739,65,1,449.12,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15740,48,1,154.88,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
15741,457,2,208.62,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
15742,618,1,156.87,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
